idx,interest1,interest2,interest3,impressions,im_std,clicks,spent,total_conversion,approved_conversion
365,27,33,30,3745.0,-0.5850679615622453,0,0.0,1.0,0.0
366,24,26,28,830.0,-0.5943881420588099,0,0.0,1.0,0.0
367,18,24,22,2912.0,-0.5877313270351915,0,0.0,1.0,0.0
368,18,23,22,17167.0,-0.5421535661506192,5,6.910000086,1.0,0.0
369,22,25,25,24491.0,-0.5187364128206572,7,9.539999962,1.0,0.0
370,22,24,26,44699.0,-0.454125020891128,13,17.30000037,2.0,0.0
371,23,24,25,6469.0,-0.5763584687071366,2,1.309999943,1.0,0.0
372,16,17,17,16053.0,-0.5457153778395293,3,4.079999924,1.0,1.0
373,16,21,21,54724.0,-0.42207191300843155,12,17.92999995,1.0,1.0
374,21,27,26,4706.0,-0.5819953394499988,1,1.220000029,1.0,0.0
375,32,38,36,8316.0,-0.5704530232947336,3,4.569999933,1.0,1.0
376,22,26,25,5794.0,-0.5785166580159465,2,2.269999981,1.0,0.0
377,18,24,22,4813.0,-0.5816532264780837,1,1.029999971,1.0,0.0
378,10,15,11,85285.0,-0.32435869305799897,26,36.13000035,1.0,0.0
379,10,11,13,5839.0,-0.5783727787286925,1,1.370000005,1.0,0.0
380,15,16,21,5859.0,-0.5783088323788018,1,1.539999962,1.0,0.0
381,16,22,19,164118.0,-0.07230456301145437,41,59.06999993,1.0,0.0
382,63,67,69,18234.0,-0.5387420283839521,6,7.810000062,1.0,0.0
383,64,67,70,2755.0,-0.5882333058818333,0,0.0,1.0,0.0
384,27,29,30,73676.0,-0.3614763518520362,20,28.5,1.0,0.0
385,27,30,28,18421.0,-0.5381441300124744,7,10.07999992,1.0,0.0
386,29,35,35,164754.0,-0.07027106908493118,49,67.97999978,2.0,1.0
387,10,13,15,7449.0,-0.5732250975624938,1,1.639999986,1.0,1.0
388,10,14,16,6424.0,-0.5765023479943906,1,0.529999971,1.0,0.0
389,63,65,68,2086.0,-0.590372311285676,0,0.0,1.0,0.0
390,16,17,18,6016.0,-0.5778068535321601,0,0.0,1.0,0.0
391,15,21,20,6412.0,-0.576540715804325,1,1.370000005,1.0,0.0
392,63,68,64,5040.0,-0.5809274354068247,1,1.440000057,1.0,0.0
393,32,37,36,1772.0,-0.5913762689789596,0,0.0,1.0,0.0
394,32,38,34,1783.0,-0.5913410984865196,0,0.0,1.0,0.0
395,20,21,24,8200.0,-0.5708239121240993,3,3.919999957,1.0,0.0
396,26,28,30,115896.0,-0.22648560723283975,38,49.44000006,1.0,0.0
397,16,17,22,10186.0,-0.5644740395799562,1,1.230000019,1.0,1.0
398,20,21,24,9134.0,-0.5678376175842053,3,4.180000067,2.0,0.0
399,20,25,22,3385.0,-0.5862189958602773,1,1.440000057,1.0,1.0
400,21,27,23,1314.0,-0.5928406403914558,0,0.0,1.0,0.0
401,18,21,22,2916.0,-0.5877185377652134,0,0.0,1.0,1.0
402,18,21,21,6142.0,-0.5774039915278489,1,1.330000043,1.0,0.0
403,20,26,21,1984.0,-0.5906984376701184,0,0.0,1.0,0.0
404,24,30,29,9142.0,-0.567812039044249,3,3.749999881,1.0,0.0
405,24,30,28,5475.0,-0.5795366022967027,2,2.730000019,1.0,1.0
406,18,24,20,8254.0,-0.5706512569793946,2,2.320000052,1.0,1.0
407,18,24,20,5704.0,-0.5788044165904546,1,1.320000052,1.0,0.0
408,16,18,21,7301.0,-0.5736983005516848,0,0.0,1.0,0.0
409,16,19,21,37873.0,-0.4759499101088124,5,6.169999957,1.0,1.0
410,16,20,17,25267.0,-0.5162552944448994,4,4.940000057,2.0,1.0
411,30,31,32,535.0,-0.5953313507196972,0,0.0,1.0,0.0
412,29,34,30,3396.0,-0.5861838253678374,0,0.0,1.0,0.0
413,26,27,32,977.0,-0.5939181363871135,0,0.0,1.0,0.0
414,63,64,66,12318.0,-0.5576573586816111,5,6.340000153,1.0,1.0
415,28,34,31,4783.0,-0.5817491460029197,1,0.860000014,1.0,0.0
416,29,31,30,6475.0,-0.5763392848021693,1,1.350000024,1.0,0.0
417,16,18,19,104578.0,-0.2626728466359678,29,39.25000095,1.0,1.0
418,10,12,11,33664.0,-0.4894074194433031,11,12.51000035,1.0,0.0
419,20,25,24,979.0,-0.5939117417521245,0,0.0,1.0,0.0
420,28,29,30,7337.0,-0.5735831971218817,3,4.079999924,1.0,0.0
421,10,13,16,2499.0,-0.5890518191604338,0,0.0,1.0,0.0
422,27,33,30,11244.0,-0.56109127767074,3,4.550000191,1.0,0.0
423,15,17,19,4827.0,-0.5816084640331602,0,0.0,1.0,0.0
424,29,31,35,29035.0,-0.5042078021254979,7,8.910000086,2.0,2.0
425,30,32,32,761.0,-0.5946087569659327,0,0.0,1.0,0.0
426,26,31,32,6532.0,-0.576157037704981,1,1.610000014,1.0,0.0
427,10,16,15,11537.0,-0.5601544636448417,3,4.300000191,1.0,0.0
428,10,13,11,12183.0,-0.5580889965433732,3,2.869999945,1.0,0.0
429,64,70,67,5912.0,-0.5781393745515916,1,1.559999943,1.0,1.0
430,10,12,13,4012.0,-0.5842142777912049,1,1.570000052,1.0,0.0
431,16,22,17,12396.0,-0.5574079679170376,2,3.210000038,2.0,1.0
432,16,20,22,3142.0,-0.5869959440114488,0,0.0,2.0,2.0
433,18,23,23,1120.0,-0.5934609199853952,0,0.0,1.0,0.0
434,20,24,22,343.0,-0.5959452356786477,0,0.0,1.0,1.0
435,15,19,16,1720.0,-0.5915425294886753,0,0.0,1.0,1.0
436,16,22,19,3423.0,-0.586097497795485,0,0.0,1.0,1.0
437,16,20,19,3242.0,-0.5866762122619955,0,0.0,1.0,0.0
438,16,22,19,15720.0,-0.5467800845652089,1,1.379999995,1.0,0.0
439,10,13,15,1217.0,-0.5931507801884255,0,0.0,1.0,1.0
440,20,21,23,2367.0,-0.5894738650697122,2,2.839999914,1.0,1.0
441,16,19,22,6607.0,-0.5759172388928909,1,1.320000052,2.0,0.0
442,64,66,65,616.0,-0.5950723680026401,0,0.0,1.0,0.0
443,16,22,22,5537.0,-0.5793383686120416,1,1.519999981,1.0,0.0
444,15,19,18,818.0,-0.5944265098687443,0,0.0,1.0,0.0
445,21,25,25,1909.0,-0.5909382364822084,1,0.980000019,1.0,0.0
446,21,27,25,351.0,-0.5959196571386913,0,0.0,1.0,0.0
447,22,24,26,572.0,-0.5952130499723995,0,0.0,1.0,0.0
448,36,41,40,1884.0,-0.5910181694195717,1,1.409999967,1.0,0.0
449,30,35,36,219.0,-0.5963417030479697,0,0.0,1.0,0.0
450,32,38,34,540.0,-0.5953153641322245,0,0.0,1.0,1.0
451,32,37,37,550.0,-0.5952833909572792,0,0.0,1.0,0.0
452,26,30,31,465.0,-0.5955551629443145,0,0.0,1.0,0.0
453,29,31,35,1761.0,-0.5914114394713994,0,0.0,1.0,1.0
454,65,67,68,152.0,-0.5965559233201034,0,0.0,1.0,1.0
455,65,70,70,152.0,-0.5965559233201034,0,0.0,1.0,1.0
456,64,67,70,429.0,-0.5956702663741178,0,0.0,1.0,0.0
457,29,32,31,1514.0,-0.5922011768925491,0,0.0,2.0,2.0
458,28,31,30,7780.0,-0.5721667854718033,3,4.329999924,2.0,2.0
459,28,30,33,460.0,-0.5955711495317872,0,0.0,1.0,0.0
460,28,29,32,471.0,-0.5955359790393474,0,0.0,1.0,0.0
461,28,29,32,2633.0,-0.5886233786161663,1,1.070000052,1.0,0.0
462,27,32,30,199.0,-0.5964056493978604,0,0.0,1.0,0.0
463,32,33,38,398.0,-0.5957693832164482,0,0.0,1.0,0.0
464,24,29,25,246.0,-0.5962553754756174,0,0.0,2.0,2.0
465,10,11,15,2967.0,-0.5875554745729922,1,1.5,1.0,1.0
466,36,38,40,255.0,-0.5962265996181666,0,0.0,1.0,0.0
467,7,13,9,457.0,-0.5955807414842709,0,0.0,1.0,1.0
468,10,13,13,5517.0,-0.5794023149619323,1,1.230000019,1.0,0.0
469,10,15,12,1539.0,-0.5921212439551857,0,0.0,1.0,1.0
470,16,22,17,3189.0,-0.5868456700892059,0,0.0,1.0,0.0
471,16,20,21,3348.0,-0.586337296607575,0,0.0,1.0,0.0
472,16,18,17,20050.0,-0.5329356998138797,4,4.659999847,4.0,1.0
473,16,18,19,2254.0,-0.5898351619465945,0,0.0,1.0,0.0
474,16,20,21,5894.0,-0.5781969262664932,1,1.539999962,1.0,1.0
475,16,21,19,9948.0,-0.5652350011436551,2,2.720000029,2.0,0.0
476,26,29,28,5307.0,-0.5800737516357842,3,4.289999962,2.0,1.0
477,22,28,28,4621.0,-0.5822671114370341,2,3.25,1.0,1.0
478,18,21,19,784.0,-0.5945352186635584,0,0.0,1.0,1.0
479,16,22,17,5775.0,-0.5785774070483427,1,1.580000043,1.0,1.0
480,16,20,20,9297.0,-0.5673164548325963,2,2.619999886,2.0,1.0
481,15,16,17,699.0,-0.5948069906505937,0,0.0,1.0,0.0
482,10,12,13,1104.0,-0.5935120770653077,0,0.0,1.0,0.0
483,64,70,69,3717.0,-0.5851574864520922,1,1.539999962,1.0,0.0
484,28,29,33,2879.0,-0.5878368385125111,1,1.590000033,2.0,2.0
485,28,31,32,2749.0,-0.5882524897868004,1,1.389999986,1.0,0.0
486,10,12,15,24028.0,-0.5202167708206261,9,12.39000034,2.0,0.0
487,29,32,31,1118.0,-0.5934673146203843,0,0.0,1.0,1.0
488,26,29,27,1083.0,-0.593579220732693,0,0.0,2.0,1.0
489,27,33,32,843.0,-0.5943465769313809,0,0.0,1.0,0.0
490,25,28,26,2983.0,-0.5875043174930796,1,0.970000029,1.0,0.0
491,25,30,28,696.0,-0.5948165826030773,0,0.0,1.0,0.0
492,16,20,19,7589.0,-0.5727774731132592,2,3.150000095,1.0,1.0
493,16,17,21,20997.0,-0.5299078401465566,10,11.94999981,1.0,0.0
494,16,18,17,4617.0,-0.5822799007070122,1,1.360000014,1.0,0.0
495,20,22,21,259.0,-0.5962138103481884,0,0.0,1.0,0.0
496,18,21,22,1134.0,-0.5934161575404717,0,0.0,1.0,0.0
497,27,32,28,357.0,-0.5959004732337242,0,0.0,1.0,0.0
498,10,15,15,848.0,-0.5943305903439083,0,0.0,1.0,1.0
499,10,15,13,3149.0,-0.5869735627889872,1,1.480000019,1.0,0.0
500,2,4,7,87.0,-0.5967637489572482,0,0.0,1.0,1.0
501,27,28,31,2563.0,-0.5888471908407836,1,1.480000019,1.0,0.0
502,10,15,14,1107.0,-0.5935024851128242,0,0.0,1.0,0.0
503,64,65,65,10677.0,-0.5629041566901404,5,7.269999981,1.0,0.0
504,22,25,26,2189.0,-0.5900429875837391,1,0.409999996,1.0,0.0
505,27,32,29,3277.0,-0.5865643061496869,2,2.680000067,1.0,0.0
506,26,30,29,781.0,-0.594544810616042,0,0.0,1.0,0.0
507,16,17,22,2226.0,-0.5899246868364414,0,0.0,1.0,0.0
508,16,18,18,16274.0,-0.5450087706732374,4,6.079999924,2.0,0.0
509,20,23,23,2077.0,-0.5904010871431269,1,1.50999999,1.0,1.0
510,20,23,25,529.0,-0.5953505346246645,0,0.0,0.0,0.0
511,20,26,25,487.0,-0.5954848219594349,0,0.0,1.0,0.0
512,20,23,21,4626.0,-0.5822511248495614,2,2.099999905,2.0,0.0
513,28,33,34,2764.0,-0.5882045300243824,1,1.559999943,1.0,1.0
514,10,12,13,5447.0,-0.5796261271865496,2,2.960000038,1.0,0.0
515,16,17,17,28169.0,-0.5069766790757637,8,12.36999989,1.0,1.0
516,27,30,30,415.0,-0.5957150288190413,0,0.0,1.0,0.0
517,29,31,30,810.0,-0.5944520884087006,0,0.0,1.0,1.0
518,10,11,15,1194718.0,3.2228508468545773,141,254.049996,28.0,14.0
519,10,12,11,637648.0,1.4417211901749052,67,122.4,13.0,5.0
520,10,16,15,24362.0,-0.519148866777452,0,0.0,1.0,1.0
521,10,16,12,459690.0,0.8727329634827459,50,86.33000112,5.0,2.0
522,10,11,16,750060.0,1.8011380443703837,86,161.9099991,11.0,2.0
523,15,18,18,30068.0,-0.5009049731536449,1,1.820000052,1.0,0.0
524,15,18,21,1267550.0,3.455717874616427,123,236.7699986,24.0,10.0
525,15,20,17,3052003.0,9.16118066968888,340,639.9499981,60.0,17.0
526,15,17,21,29945.0,-0.5012982432054724,1,1.590000033,2.0,1.0
527,15,18,20,357856.0,0.5471373337444405,30,52.97000015,7.0,3.0
528,16,20,20,2080666.0,6.055507886501376,202,360.1500015,40.0,21.0
529,16,22,19,145999.0,-0.13023675869490345,9,16.5200001,5.0,2.0
530,16,17,19,32616.0,-0.49275820817757404,1,1.539999962,2.0,0.0
531,16,20,18,984521.0,2.550784301456159,95,163.8999972,26.0,14.0
532,18,20,22,880814.0,2.2192000960505927,123,210.3600006,6.0,2.0
533,18,19,21,182452.0,-0.01368494406668062,20,35.73000026,4.0,1.0
534,18,24,24,894911.0,2.2642726807710285,120,215.8399994,7.0,4.0
535,18,23,23,31349.0,-0.4968092094431477,2,3.800000072,1.0,0.0
536,19,21,21,410310.0,0.7148494256026909,55,96.80000055,3.0,0.0
537,19,20,24,572450.0,1.2332624841663222,89,157.329998,7.0,4.0
538,19,24,25,98759.0,-0.28127803713665717,15,26.56999946,1.0,1.0
539,19,21,22,345371.0,0.5072188248251921,54,93.08999991,7.0,3.0
540,20,22,25,323899.0,0.43856602358257285,46,78.9200002,5.0,1.0
541,20,21,25,399199.0,0.6793240309209313,58,103.1500002,3.0,0.0
542,20,24,22,171202.0,-0.04965476588018038,22,36.53000021,3.0,1.0
543,20,26,24,128386.0,-0.18655111172611868,15,28.85000002,2.0,1.0
544,20,26,24,1034284.0,2.70989241193662,152,257.7099986,20.0,9.0
545,20,21,24,45923.0,-0.45021150427781925,5,7.220000148,2.0,0.0
546,21,23,22,40873.0,-0.4663579576252125,4,7.899999976,2.0,1.0
547,21,26,22,286553.0,0.31915900443173173,34,62.06000042,2.0,1.0
548,21,25,25,20618.0,-0.5311196234769847,1,2.099999905,2.0,1.0
549,21,27,25,83591.0,-0.32977494889373843,7,14.14000046,2.0,2.0
550,21,23,27,114923.0,-0.22959659715502068,12,23.73000026,4.0,2.0
551,22,25,23,25002.0,-0.5171025835809506,1,1.710000038,1.0,0.0
552,22,27,28,68905.0,-0.37673075361845465,5,9.440000057,1.0,0.0
553,22,26,26,169588.0,-0.05481523631635715,16,27.79999924,1.0,0.0
554,22,26,24,328991.0,0.45484676426473647,35,67.65000057,5.0,2.0
555,23,29,27,23198.0,-0.5228705443410888,2,2.980000019,1.0,0.0
556,23,24,27,26890.0,-0.5110660481512718,2,3.24000001,1.0,0.0
557,23,28,27,221695.0,0.11178738637129017,31,52.26000011,5.0,2.0
558,24,29,28,88443.0,-0.3142615644102628,7,13.0400002,1.0,1.0
559,24,27,30,187856.0,0.003593359673777401,23,38.38999975,5.0,1.0
560,25,31,30,570699.0,1.2276639812333943,80,138.7699997,9.0,2.0
561,25,29,31,1063508.0,2.8033308183968617,145,260.3800013,23.0,7.0
562,25,27,28,50523.0,-0.435503843802966,6,8.549999952,1.0,0.0
563,26,30,28,87935.0,-0.3158858016974857,9,15.63000023,1.0,0.0
564,26,31,32,278225.0,0.2925317443372583,33,60.19999957,3.0,0.0
565,26,28,29,209461.0,0.07267140414316961,20,34.19000006,1.0,0.0
566,26,28,29,26316.0,-0.5129013083931339,2,3.24000001,3.0,0.0
567,27,32,29,41030.0,-0.4658559787785707,3,5.140000105,2.0,1.0
568,27,28,33,876671.0,2.205953609670741,120,216.5599982,22.0,4.0
569,27,32,29,399392.0,0.6799411131973762,53,93.07000041,5.0,0.0
570,27,31,29,283858.0,0.31054223378396445,30,56.05999923,1.0,0.0
571,27,28,29,260699.0,0.23649555792806748,31,54.09999871,5.0,2.0
572,28,34,29,57781.0,-0.4122977134276432,5,7.800000072,2.0,1.0
573,28,34,33,38757.0,-0.47312348144364497,3,5.220000029,1.0,0.0
574,28,29,29,1392288.0,3.8545448642495237,206,358.5500029,31.0,7.0
575,28,30,32,1109387.0,2.9500205477285553,159,280.9899995,13.0,2.0
576,29,32,34,581281.0,1.2614979949605458,65,115.1200008,10.0,5.0
577,29,35,33,1048861.0,2.7564997090544323,128,219.770002,22.0,8.0
578,29,32,30,297452.0,0.35400656780465034,30,52.01999986,4.0,1.0
579,29,34,31,227925.0,0.1317066743622327,22,35.30999994,22.0,12.0
580,29,34,31,374175.0,0.5993143579377297,38,63.32000101,8.0,3.0
581,30,32,31,223586.0,0.11783351375345266,32,54.24000037,1.0,0.0
582,30,31,35,283170.0,0.3083424793477255,39,65.22999996,2.0,1.0
583,30,31,34,41636.0,-0.46391840437688353,3,4.210000038,1.0,0.0
584,30,32,34,198658.0,0.03813078324972624,30,48.60999978,8.0,1.0
585,31,37,35,100596.0,-0.27540456489919946,10,13.91999972,4.0,2.0
586,31,37,35,64020.0,-0.3923496495792499,5,11.0599997,1.0,0.0
587,31,32,33,14289.0,-0.551355445899886,0,0.0,1.0,0.0
588,32,36,37,404866.0,0.6974432291624515,43,87.42000079,4.0,0.0
589,32,36,35,22256.0,-0.5258824174209391,1,1.659999967,1.0,1.0
590,32,34,36,57690.0,-0.4125886693196458,4,6.74000001,1.0,0.0
591,36,40,37,24952.0,-0.5172624494556773,5,8.220000267,3.0,2.0
592,36,37,39,38900.0,-0.4726662650419267,3,5.580000043,1.0,0.0
593,36,42,42,53520.0,-0.42592148327184964,6,9.2299999,1.0,1.0
594,36,41,41,181683.0,-0.016143681219976738,20,34.22999972,2.0,1.0
595,36,37,40,29185.0,-0.5037282045013178,2,3.149999976,1.0,0.0
596,36,41,38,105047.0,-0.2611733047310317,13,20.2099994,3.0,1.0
597,63,67,64,287976.0,0.32370878722645263,31,59.43999982,3.0,2.0
598,63,65,69,212175.0,0.08134892382333303,22,38.58999968,2.0,1.0
599,63,69,67,11139.0,-0.561426996007666,0,0.0,1.0,1.0
600,63,64,65,124005.0,-0.20055855966966912,11,21.84999979,4.0,1.0
601,63,64,67,20423.0,-0.5317431003884187,1,1.960000038,1.0,0.0
602,64,67,65,103001.0,-0.26771501632484684,14,22.32000005,1.0,0.0
603,64,66,67,447420.0,0.8335018778248221,66,110.2399991,7.0,2.0
604,64,66,69,156101.0,-0.09793745736512793,19,29.75000048,2.0,2.0
605,64,70,67,93015.0,-0.29964342882525646,12,18.47000015,1.0,0.0
606,65,70,68,145398.0,-0.13215834650911798,23,36.24000025,1.0,0.0
607,65,67,67,296413.0,0.3506845549278302,50,76.43999958,3.0,1.0
608,2,4,4,9370.0,-0.5670830506554954,0,0.0,1.0,1.0
609,2,4,7,63785.0,-0.3931010191904652,7,11.80000019,6.0,2.0
610,2,8,3,118522.0,-0.21808945149219527,14,26.81999981,2.0,1.0
611,2,5,5,240123.0,0.17070755316055006,38,65.67000115,5.0,4.0
612,7,9,13,169108.0,-0.05634994871373314,20,32.24000025,2.0,1.0
613,7,13,10,1044442.0,2.742370763046089,142,245.5999999,22.0,8.0
614,7,10,13,93891.0,-0.2968425787000453,11,17.6400001,5.0,3.0
615,7,11,10,185823.0,-0.0029067867926088234,25,38.54999936,4.0,1.0
616,66,68,70,175631.0,-0.035493846696892345,23,40.75999951,1.0,0.0
617,66,68,70,37187.0,-0.47814326991006223,4,6.370000005,1.0,0.0
618,66,67,69,10991.0,-0.561900198996857,0,0.0,1.0,0.0
619,66,69,69,344618.0,0.5048112447518085,51,89.76000047,3.0,1.0
620,10,14,13,98066.0,-0.28349377816036875,9,16.1500001,1.0,0.0
621,10,13,12,770749.0,1.8672873460147834,100,189.1299984,13.0,3.0
622,10,16,14,52553.0,-0.42901328928906335,5,8.529999852,1.0,0.0
623,10,15,16,362296.0,0.5613334234201685,39,67.77000129,7.0,3.0
624,10,16,13,427729.0,0.7705434990399667,50,96.8999989,4.0,1.0
625,15,17,19,180351.0,-0.020402508122695107,21,37.13000011,1.0,1.0
626,15,16,16,187329.0,0.0019083733541583453,29,53.15999961,2.0,1.0
627,15,16,17,782894.0,1.9061187669858906,118,192.9299995,5.0,2.0
628,16,17,22,1206533.0,3.2606271530524884,128,236.1199988,17.0,6.0
629,16,19,21,84494.0,-0.32688777119617485,7,12.57000017,2.0,0.0
630,16,17,20,94257.0,-0.2956723604970461,7,12.5800004,1.0,1.0
631,18,24,20,131060.0,-0.17800148474573663,16,28.04999959,2.0,1.0
632,18,21,19,341603.0,0.4951713325057906,50,83.48000121,4.0,2.0
633,18,20,24,140749.0,-0.14702267554120335,19,30.4799999,1.0,1.0
634,18,19,21,102525.0,-0.2692369394522447,13,20.29999983,2.0,1.0
635,19,23,23,447952.0,0.8352028507319138,68,131.5799983,8.0,1.0
636,19,25,23,76355.0,-0.35291073828418146,9,14.62999988,2.0,0.0
637,20,26,26,256598.0,0.22338335888298635,38,64.46999931,6.0,1.0
638,20,21,21,127476.0,-0.189460670646144,21,30.15000057,3.0,2.0
639,20,22,24,237603.0,0.1626503130743261,37,62.25000024,5.0,2.0
640,21,22,22,271091.0,0.2697220813312577,42,78.03999984,3.0,1.0
641,21,23,22,21743.0,-0.5275226412956348,2,3.400000095,1.0,0.0
642,22,25,25,88970.0,-0.3125765780906437,10,14.8300004,2.0,0.0
643,22,24,26,108362.0,-0.25057419723665375,13,22.42999983,1.0,1.0
644,22,25,23,188596.0,0.005959374619732052,27,44.14000034,3.0,0.0
645,22,24,24,275080.0,0.28247618081695103,43,69.65999997,4.0,3.0
646,23,28,28,64647.0,-0.3903449315101775,10,16.26999998,1.0,0.0
647,23,27,24,31265.0,-0.49707778411268855,4,5.789999902,1.0,0.0
648,23,27,28,140147.0,-0.1489474606729124,24,42.08000016,2.0,0.0
649,23,26,27,223120.0,0.11634356380100014,40,67.66999984,1.0,0.0
650,23,29,27,104869.0,-0.2617424272450586,18,34.07000089,1.0,0.0
651,24,27,27,165177.0,-0.0689186037847436,23,41.71999967,4.0,1.0
652,24,29,29,84194.0,-0.3278469664445348,11,19.56999981,1.0,0.0
653,24,25,28,220581.0,0.10822557468238005,31,57.37,1.0,1.0
654,25,27,31,75804.0,-0.35467246022366933,10,17.36999965,2.0,1.0
655,25,30,29,368986.0,0.5827234774585963,59,100.289999,0.0,0.0
656,25,30,27,28194.0,-0.5068967461384003,3,3.709999919,2.0,0.0
657,26,29,27,99961.0,-0.2774348615082281,14,23.2099998,1.0,0.0
658,26,28,27,7573.0,-0.5728286301931718,0,0.0,1.0,0.0
659,27,28,33,685781.0,1.595617673139277,103,177.8899992,10.0,1.0
660,27,30,28,274222.0,0.27973288240664146,43,66.7700001,2.0,1.0
661,27,33,31,110503.0,-0.2437287404808579,25,32.67999995,4.0,0.0
662,28,31,29,1447755.0,4.031890473718803,233,420.5799983,11.0,8.0
663,28,33,31,358987.0,0.5507534998307577,52,87.55000067,1.0,0.0
664,28,33,31,826205.0,2.044597784991623,125,232.3700008,5.0,1.0
665,28,33,32,550954.0,1.1645329473038342,84,150.1400012,3.0,0.0
666,28,34,34,378350.0,0.6126631584774063,55,96.48000073,4.0,0.0
667,29,32,33,492784.0,0.9785449886468313,56,95.5100013,7.0,4.0
668,29,34,35,327158.0,0.44898608129725687,43,72.3100003,6.0,2.0
669,29,31,35,9921.0,-0.5653213287160076,0,0.0,1.0,0.0
670,29,34,30,59390.0,-0.4071532295789391,5,9.209999919,5.0,3.0
671,29,33,33,1040330.0,2.7292233935085686,147,254.2500038,13.0,2.0
672,30,31,35,49422.0,-0.4390240903644472,6,11.17000031,1.0,0.0
673,30,35,32,131091.0,-0.17790236790340608,18,34.23000026,3.0,1.0
674,30,31,36,95691.0,-0.29108740720988535,15,25.26000011,1.0,1.0
675,31,32,36,15513.0,-0.5474419292865773,1,1.289999962,1.0,0.0
676,32,33,33,382537.0,0.6260503268270172,63,113.9900012,4.0,3.0
677,32,37,33,461356.0,0.8780596944286384,64,121.0999982,6.0,3.0
678,32,38,34,392541.0,0.6580362910423284,53,98.70000017,3.0,2.0
679,36,39,38,35088.0,-0.4848544393310877,5,8.800000072,1.0,1.0
680,36,38,41,53933.0,-0.42460099114660743,6,9.929999948,3.0,1.0
681,63,65,68,228861.0,0.13469936353711587,33,53.38999939,4.0,2.0
682,63,66,69,20959.0,-0.5300293382113489,2,3.769999981,1.0,1.0
683,64,68,70,24992.0,-0.517134556755896,2,3.190000057,1.0,0.0
684,64,70,65,100351.0,-0.2761879076853601,15,24.17999995,2.0,1.0
685,64,68,70,292448.0,0.3380071910620056,43,76.89999968,2.0,1.0
686,64,67,69,65060.0,-0.38902443938493525,7,14.5200001,1.0,1.0
687,64,70,66,133316.0,-0.17078833647806946,21,36.17000055,2.0,0.0
688,65,66,71,113501.0,-0.23414318263224704,26,38.44000077,5.0,4.0
689,65,71,70,192810.0,0.01943287054169543,41,61.92999995,4.0,3.0
690,2,8,6,233404.0,0.14922477691478073,43,70.4100008,2.0,1.0
691,2,7,7,128843.0,-0.18508993763111697,24,37.5999999,2.0,0.0
692,2,5,7,63564.0,-0.3938076263567571,12,20.59000027,2.0,0.0
693,2,8,7,85970.0,-0.32216853057424366,14,24.78000021,1.0,1.0
694,7,9,13,131232.0,-0.17745154613667688,16,29.53999937,1.0,1.0
695,7,13,9,152454.0,-0.10959807426769093,22,37.84999979,1.0,1.0
696,7,10,9,28989.0,-0.5043548787302463,2,2.290000021,1.0,0.0
697,66,69,72,80248.0,-0.3404635812779633,15,24.1900003,1.0,1.0
698,66,68,68,38580.0,-0.47368940664017734,5,8.519999981,1.0,0.0
699,10,11,15,621591.0,1.3903818631651836,91,163.36,5.0,1.0
700,10,15,11,250499.0,0.2038829194838277,36,58.14000005,3.0,1.0
701,10,15,14,131637.0,-0.17615663255139088,18,29.30999982,2.0,1.0
702,10,12,15,463813.0,0.8859155035127068,69,116.3399996,4.0,2.0
703,10,13,12,211767.0,0.08004441828556344,35,60.89999914,5.0,1.0
704,15,17,17,163181.0,-0.07530044950383208,26,40.02000093,1.0,1.0
705,16,20,18,1117385.0,2.975592693049833,147,260.0699984,11.0,2.0
706,16,21,22,1663441.0,4.721507094844715,205,359.4700001,17.0,6.0
707,16,18,17,455248.0,0.8585304791720288,54,105.7099996,5.0,2.0
708,16,22,20,75589.0,-0.355359883484994,6,10.66000009,1.0,1.0
709,16,21,22,594267.0,1.3030183599445555,82,143.3000009,3.0,2.0
710,16,22,22,315281.0,0.41101154141468477,35,65.02999854,1.0,0.0
711,19,23,25,363456.0,0.565042311713827,71,117.5599997,7.0,1.0
712,19,23,25,438983.0,0.8065261101234446,81,143.4300001,3.0,1.0
713,19,20,24,42563.0,-0.4609544910594512,5,9.659999847,1.0,1.0
714,20,26,21,399035.0,0.6787996708518278,75,124.7999995,7.0,3.0
715,20,21,26,304680.0,0.3771167786551371,59,98.55000019,3.0,0.0
716,20,21,25,140596.0,-0.14751186511786696,23,40.77000022,1.0,0.0
717,20,25,22,439986.0,0.8097330195704615,80,134.8799999,4.0,3.0
718,20,26,26,75803.0,-0.35467565754116387,11,19.3599999,2.0,2.0
719,21,27,22,7073.0,-0.5744272889404384,0,0.0,1.0,0.0
720,22,27,25,153586.0,-0.10597871086387922,28,43.01000035,2.0,0.0
721,22,24,24,180815.0,-0.01891895280523165,31,42.62999976,1.0,0.0
722,22,26,23,253169.0,0.21241975719423165,51,75.78999984,1.0,0.0
723,22,28,27,34453.0,-0.48688473594011633,5,7.710000038,1.0,1.0
724,23,25,26,51550.0,-0.4322201987360803,8,14.03999984,1.0,0.0
725,23,28,24,110018.0,-0.24527943946570657,24,39.85999966,1.0,0.0
726,24,28,30,137584.0,-0.1571421854114013,21,36.77999961,1.0,0.0
727,24,25,27,209825.0,0.07383522771117974,30,54.86999953,1.0,0.0
728,25,27,31,264222.0,0.24775970746130835,63,87.7899996,1.0,1.0
729,26,30,31,31202.0,-0.49727921511484413,5,6.730000019,1.0,0.0
730,27,29,32,252991.0,0.2118506346802047,49,76.83999932,3.0,0.0
